activity_id,institution_id,source_id,experiment_id,member_id,table_id,variable_id,grid_label,zstore,version
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp585,r1i1p1f1,Amon,tas,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp585/r1i1p1f1/Amon/tas/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp585,r1i1p1f1,Amon,tasmax,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp585/r1i1p1f1/Amon/tasmax/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp585,r1i1p1f1,Amon,tasmin,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp585/r1i1p1f1/Amon/tasmin/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r2i1p1f1,day,tasmax,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r2i1p1f1/day/tasmax/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r3i1p1f1,SImon,siconc,gn,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r3i1p1f1/SImon/siconc/gn/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r3i1p1f1,SImon,siconc,gr,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r3i1p1f1/SImon/siconc/gr/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r3i1p1f1,day,pr,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r3i1p1f1/day/pr/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r3i1p1f1,day,tasmax,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r3i1p1f1/day/tasmax/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r3i1p1f1,Amon,tasmin,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r3i1p1f1/Amon/tasmin/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r3i1p1f1,Amon,tasmax,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r3i1p1f1/Amon/tasmax/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r3i1p1f1,Amon,tas,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r3i1p1f1/Amon/tas/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r2i1p1f1,SImon,siconc,gn,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r2i1p1f1/SImon/siconc/gn/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r2i1p1f1,SImon,siconc,gr,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r2i1p1f1/SImon/siconc/gr/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r3i1p1f1,Amon,psl,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r3i1p1f1/Amon/psl/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r2i1p1f1,day,tasmin,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r2i1p1f1/day/tasmin/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r2i1p1f1,day,pr,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r2i1p1f1/day/pr/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r3i1p1f1,Amon,pr,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r3i1p1f1/Amon/pr/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r3i1p1f1,Omon,tos,gr,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r3i1p1f1/Omon/tos/gr/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r3i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r3i1p1f1/Omon/tos/gn/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r2i1p1f1,Omon,tos,gr,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r2i1p1f1/Omon/tos/gr/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r2i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r2i1p1f1/Omon/tos/gn/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r2i1p1f1,Amon,tasmin,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r2i1p1f1/Amon/tasmin/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r2i1p1f1,Amon,tasmax,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r2i1p1f1/Amon/tasmax/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r2i1p1f1,Amon,tas,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r2i1p1f1/Amon/tas/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r2i1p1f1,Amon,psl,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r2i1p1f1/Amon/psl/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r2i1p1f1,Amon,pr,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r2i1p1f1/Amon/pr/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-ESM4,historical,r3i1p1f1,day,tasmin,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-ESM4/historical/r3i1p1f1/day/tasmin/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp585,r1i1p1f1,Amon,psl,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp585/r1i1p1f1/Amon/psl/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,Amon,tasmin,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/Amon/tasmin/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,Amon,tasmax,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/Amon/tasmax/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,Amon,tas,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/Amon/tas/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,Oday,tos,gr,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/Oday/tos/gr/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,Omon,sos,gn,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/Omon/sos/gn/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,Omon,sos,gr,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/Omon/sos/gr/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,Oday,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/Oday/tos/gn/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,Amon,pr,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/Amon/pr/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,Amon,psl,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/Amon/psl/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/Omon/tos/gn/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,Omon,tos,gr,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/Omon/tos/gr/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,day,pr,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/day/pr/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,day,pr,gr2,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/day/pr/gr2/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,day,psl,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/day/psl/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,day,psl,gr2,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/day/psl/gr2/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp585,r1i1p1f1,Amon,pr,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp585/r1i1p1f1/Amon/pr/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,day,tas,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/day/tas/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,day,tasmax,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/day/tasmax/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,day,tasmax,gr2,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/day/tasmax/gr2/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,day,tasmin,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/day/tasmin/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,day,tasmin,gr2,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/day/tasmin/gr2/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,day,tas,gr2,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/day/tas/gr2/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,SIday,siconc,gr2,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/SIday/siconc/gr2/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,SImon,siconc,gn,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/SImon/siconc/gn/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp245,r1i1p1f1,SImon,siconc,gr,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp245/r1i1p1f1/SImon/siconc/gr/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,Amon,psl,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Amon/psl/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,Amon,pr,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Amon/pr/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,3hr,tos,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/3hr/tos/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,6hrPlevPt,psl,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/6hrPlevPt/psl/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,3hr,tos,gr2,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/3hr/tos/gr2/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,3hr,tas,gr2,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/3hr/tas/gr2/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,3hr,tas,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/3hr/tas/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,Amon,tas,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Amon/tas/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,Oday,tos,gr,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Oday/tos/gr/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,Oday,tos,gn,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Oday/tos/gn/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,day,pr,gr2,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/pr/gr2/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,day,tas,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/tas/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,day,tasmin,gr2,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/tasmin/gr2/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,day,tasmin,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/tasmin/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,day,tasmax,gr2,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/tasmax/gr2/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,day,tasmax,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/tasmax/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,day,tas,gr2,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/tas/gr2/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,day,pr,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/pr/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,day,psl,gr2,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/psl/gr2/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,day,psl,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/day/psl/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,Amon,tasmax,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Amon/tasmax/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,Amon,tasmin,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Amon/tasmin/gr1/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,SIday,siconc,gr2,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/SIday/siconc/gr2/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,SImon,siconc,gr,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/SImon/siconc/gr/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,SImon,siconc,gn,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/SImon/siconc/gn/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,Omon,tos,gr,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Omon/tos/gr/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Omon/tos/gn/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,Omon,sos,gr,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Omon/sos/gr/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,Omon,sos,gn,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/Omon/sos/gn/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,3hr,pr,gr2,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/3hr/pr/gr2/v20180701/,20180701
CMIP,NOAA-GFDL,GFDL-CM4,historical,r1i1p1f1,3hr,pr,gr1,gs://cmip6/CMIP6/CMIP/NOAA-GFDL/GFDL-CM4/historical/r1i1p1f1/3hr/pr/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp585,r1i1p1f1,Oday,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp585/r1i1p1f1/Oday/tos/gn/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp585,r1i1p1f1,Oday,tos,gr,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp585/r1i1p1f1/Oday/tos/gr/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp585,r1i1p1f1,day,tasmin,gr2,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp585/r1i1p1f1/day/tasmin/gr2/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp585,r1i1p1f1,day,tasmin,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp585/r1i1p1f1/day/tasmin/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp585,r1i1p1f1,day,tasmax,gr2,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp585/r1i1p1f1/day/tasmax/gr2/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp585,r1i1p1f1,day,tasmax,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp585/r1i1p1f1/day/tasmax/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp585,r1i1p1f1,day,tas,gr2,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp585/r1i1p1f1/day/tas/gr2/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-CM4,ssp585,r1i1p1f1,day,tas,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-CM4/ssp585/r1i1p1f1/day/tas/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp585,r1i1p1f1,day,pr,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp585/r1i1p1f1/day/pr/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp585,r1i1p1f1,day,psl,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp585/r1i1p1f1/day/psl/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp585,r1i1p1f1,day,tas,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp585/r1i1p1f1/day/tas/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp585,r1i1p1f1,day,tasmax,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp585/r1i1p1f1/day/tasmax/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp585,r1i1p1f1,day,tasmin,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp585/r1i1p1f1/day/tasmin/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp585,r1i1p1f1,SImon,siconc,gn,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp585/r1i1p1f1/SImon/siconc/gn/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp585,r1i1p1f1,SImon,siconc,gr,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp585/r1i1p1f1/SImon/siconc/gr/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp585,r1i1p1f1,Omon,sos,gr,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp585/r1i1p1f1/Omon/sos/gr/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp585,r1i1p1f1,Omon,sos,gn,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp585/r1i1p1f1/Omon/sos/gn/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp585,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp585/r1i1p1f1/Omon/tos/gn/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp585,r1i1p1f1,Omon,tos,gr,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp585/r1i1p1f1/Omon/tos/gr/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp370,r1i1p1f1,AERhr,tas,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp370/r1i1p1f1/AERhr/tas/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp370,r1i1p1f1,3hr,pr,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp370/r1i1p1f1/3hr/pr/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp370,r1i1p1f1,3hr,tas,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp370/r1i1p1f1/3hr/tas/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp245,r3i1p1f1,SImon,siconc,gn,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp245/r3i1p1f1/SImon/siconc/gn/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp245,r3i1p1f1,SImon,siconc,gr,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp245/r3i1p1f1/SImon/siconc/gr/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp245,r3i1p1f1,Omon,tos,gr,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp245/r3i1p1f1/Omon/tos/gr/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp245,r3i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp245/r3i1p1f1/Omon/tos/gn/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp245,r3i1p1f1,Amon,psl,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp245/r3i1p1f1/Amon/psl/gr1/v20180701/,20180701
ScenarioMIP,NOAA-GFDL,GFDL-ESM4,ssp245,r3i1p1f1,Amon,tas,gr1,gs://cmip6/CMIP6/ScenarioMIP/NOAA-GFDL/GFDL-ESM4/ssp245/r3i1p1f1/Amon/tas/gr1/v20180701/,20180701
