activity_id,institution_id,source_id,experiment_id,member_id,table_id,variable_id,grid_label,zstore,version
CMIP,NASA-GISS,GISS-E2-1-G,historical,r3i1p1f1,Amon,pr,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r3i1p1f1/Amon/pr/gn/v20180828/,20180828
CMIP,NASA-GISS,GISS-E2-1-G,historical,r3i1p1f1,Amon,psl,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r3i1p1f1/Amon/psl/gn/v20180828/,20180828
CMIP,NASA-GISS,GISS-E2-1-G,historical,r7i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r7i1p1f1/Amon/tas/gn/v20180829/,20180829
CMIP,NASA-GISS,GISS-E2-1-G,historical,r7i1p1f1,Amon,tasmax,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r7i1p1f1/Amon/tasmax/gn/v20180829/,20180829
CMIP,NASA-GISS,GISS-E2-1-G,historical,r7i1p1f1,Amon,tasmin,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r7i1p1f1/Amon/tasmin/gn/v20180829/,20180829
CMIP,NASA-GISS,GISS-E2-1-G,historical,r7i1p1f1,Amon,pr,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r7i1p1f1/Amon/pr/gn/v20180829/,20180829
CMIP,NASA-GISS,GISS-E2-1-G,historical,r7i1p1f1,Amon,psl,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r7i1p1f1/Amon/psl/gn/v20180829/,20180829
CMIP,NASA-GISS,GISS-E2-1-G,historical,r6i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tas/gn/v20180829/,20180829
CMIP,NASA-GISS,GISS-E2-1-G,historical,r6i1p1f1,Amon,tasmax,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tasmax/gn/v20180829/,20180829
CMIP,NASA-GISS,GISS-E2-1-G,historical,r6i1p1f1,Amon,psl,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/psl/gn/v20180829/,20180829
CMIP,NASA-GISS,GISS-E2-1-G,historical,r6i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Omon/tos/gn/v20180829/,20180829
CMIP,NASA-GISS,GISS-E2-1-G,historical,r6i1p1f1,Omon,sos,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Omon/sos/gn/v20180829/,20180829
CMIP,NASA-GISS,GISS-E2-1-G,historical,r7i1p1f1,Omon,sos,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r7i1p1f1/Omon/sos/gn/v20180829/,20180829
CMIP,NASA-GISS,GISS-E2-1-G,historical,r7i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r7i1p1f1/Omon/tos/gn/v20180829/,20180829
CMIP,NASA-GISS,GISS-E2-1-G,historical,r6i1p1f1,Amon,pr,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/pr/gn/v20180829/,20180829
CMIP,NASA-GISS,GISS-E2-1-G,historical,r6i1p1f1,Amon,tasmin,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r6i1p1f1/Amon/tasmin/gn/v20180829/,20180829
CMIP,NASA-GISS,GISS-E2-1-G,historical,r10i1p1f1,Amon,psl,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r10i1p1f1/Amon/psl/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r10i1p1f1,Amon,tasmin,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r10i1p1f1/Amon/tasmin/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r9i1p1f1,Omon,sos,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r9i1p1f1/Omon/sos/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r9i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r9i1p1f1/Omon/tos/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r10i1p1f1,Amon,pr,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r10i1p1f1/Amon/pr/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r9i1p1f1,Amon,pr,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r9i1p1f1/Amon/pr/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r9i1p1f1,Amon,psl,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r9i1p1f1/Amon/psl/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r9i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r9i1p1f1/Amon/tas/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r9i1p1f1,Amon,tasmax,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r9i1p1f1/Amon/tasmax/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r10i1p1f1,Amon,tasmax,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r10i1p1f1/Amon/tasmax/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r10i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r10i1p1f1/Amon/tas/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r9i1p1f1,Amon,tasmin,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r9i1p1f1/Amon/tasmin/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r8i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r8i1p1f1/Omon/tos/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r8i1p1f1,Omon,sos,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r8i1p1f1/Omon/sos/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r8i1p1f1,Amon,tasmin,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r8i1p1f1/Amon/tasmin/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r8i1p1f1,Amon,tasmax,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r8i1p1f1/Amon/tasmax/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r8i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r8i1p1f1/Amon/tas/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r8i1p1f1,Amon,pr,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r8i1p1f1/Amon/pr/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r8i1p1f1,Amon,psl,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r8i1p1f1/Amon/psl/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r10i1p1f1,Omon,sos,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r10i1p1f1/Omon/sos/gn/v20180830/,20180830
CMIP,NASA-GISS,GISS-E2-1-G,historical,r10i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r10i1p1f1/Omon/tos/gn/v20180830/,20180830
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,3hr,pr,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/3hr/pr/gr/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,3hr,tas,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/3hr/tas/gr/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,Amon,psl,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/Amon/psl/gr/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,Amon,pr,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/Amon/pr/gr/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,Omon,sos,gn,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/Omon/sos/gn/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,Omon,tos,gr1,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/Omon/tos/gr1/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,Omon,tos,gn,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/Omon/tos/gn/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,Omon,sos,gr1,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/Omon/sos/gr1/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,day,tasmin,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/day/tasmin/gr/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,day,tasmax,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/day/tasmax/gr/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,day,tas,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/day/tas/gr/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,day,pr,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/day/pr/gr/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,day,psl,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/day/psl/gr/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,CF3hr,psl,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/CF3hr/psl/gr/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,Oday,tos,gr1,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/Oday/tos/gr1/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,Oday,tos,gn,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/Oday/tos/gn/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,SImon,siconc,gn,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/SImon/siconc/gn/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,Amon,tas,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/Amon/tas/gr/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,Amon,tasmin,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/Amon/tasmin/gr/v20180917/,20180917
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r1i1p1f2,Amon,tasmax,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r1i1p1f2/Amon/tasmax/gr/v20180917/,20180917
CMIP,NASA-GISS,GISS-E2-1-G,historical,r1i1p1f1,day,tasmax,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r1i1p1f1/day/tasmax/gn/v20181015/,20181015
CMIP,NASA-GISS,GISS-E2-1-G,historical,r1i1p1f1,day,tasmin,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r1i1p1f1/day/tasmin/gn/v20181015/,20181015
CMIP,NASA-GISS,GISS-E2-1-G,historical,r1i1p1f1,3hr,tas,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r1i1p1f1/3hr/tas/gn/v20181015/,20181015
CMIP,NASA-GISS,GISS-E2-1-G,historical,r1i1p1f1,3hr,pr,gn,gs://cmip6/CMIP6/CMIP/NASA-GISS/GISS-E2-1-G/historical/r1i1p1f1/3hr/pr/gn/v20181015/,20181015
CMIP,BCC,BCC-CSM2-MR,historical,r2i1p1f1,Omon,sos,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r2i1p1f1/Omon/sos/gn/v20181031/,20181031
CMIP,BCC,BCC-CSM2-MR,historical,r2i1p1f1,Oday,tos,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r2i1p1f1/Oday/tos/gn/v20181031/,20181031
CMIP,BCC,BCC-CSM2-MR,historical,r2i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r2i1p1f1/Omon/tos/gn/v20181031/,20181031
CMIP,BCC,BCC-CSM2-MR,historical,r3i1p1f1,Oday,tos,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r3i1p1f1/Oday/tos/gn/v20181102/,20181102
CMIP,BCC,BCC-CSM2-MR,historical,r3i1p1f1,Omon,sos,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r3i1p1f1/Omon/sos/gn/v20181102/,20181102
CMIP,BCC,BCC-CSM2-MR,historical,r3i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r3i1p1f1/Omon/tos/gn/v20181102/,20181102
CMIP,BCC,BCC-CSM2-MR,historical,r2i1p1f1,Amon,psl,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r2i1p1f1/Amon/psl/gn/v20181115/,20181115
CMIP,BCC,BCC-CSM2-MR,historical,r2i1p1f1,Amon,pr,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r2i1p1f1/Amon/pr/gn/v20181115/,20181115
CMIP,BCC,BCC-CSM2-MR,historical,r2i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r2i1p1f1/Amon/tas/gn/v20181115/,20181115
CMIP,BCC,BCC-CSM2-MR,historical,r2i1p1f1,Amon,tasmax,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r2i1p1f1/Amon/tasmax/gn/v20181115/,20181115
CMIP,BCC,BCC-CSM2-MR,historical,r2i1p1f1,Amon,tasmin,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r2i1p1f1/Amon/tasmin/gn/v20181115/,20181115
CMIP,BCC,BCC-CSM2-MR,historical,r2i1p1f1,day,tasmin,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r2i1p1f1/day/tasmin/gn/v20181116/,20181116
CMIP,BCC,BCC-CSM2-MR,historical,r2i1p1f1,day,pr,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r2i1p1f1/day/pr/gn/v20181116/,20181116
CMIP,BCC,BCC-CSM2-MR,historical,r2i1p1f1,day,tasmax,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r2i1p1f1/day/tasmax/gn/v20181116/,20181116
CMIP,BCC,BCC-CSM2-MR,historical,r2i1p1f1,day,psl,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r2i1p1f1/day/psl/gn/v20181116/,20181116
CMIP,BCC,BCC-CSM2-MR,historical,r2i1p1f1,day,tas,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r2i1p1f1/day/tas/gn/v20181116/,20181116
CMIP,BCC,BCC-CSM2-MR,historical,r3i1p1f1,day,tasmax,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r3i1p1f1/day/tasmax/gn/v20181119/,20181119
CMIP,BCC,BCC-CSM2-MR,historical,r3i1p1f1,day,tas,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r3i1p1f1/day/tas/gn/v20181119/,20181119
CMIP,BCC,BCC-CSM2-MR,historical,r3i1p1f1,Amon,psl,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r3i1p1f1/Amon/psl/gn/v20181119/,20181119
CMIP,BCC,BCC-CSM2-MR,historical,r3i1p1f1,day,pr,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r3i1p1f1/day/pr/gn/v20181119/,20181119
CMIP,BCC,BCC-CSM2-MR,historical,r3i1p1f1,day,tasmin,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r3i1p1f1/day/tasmin/gn/v20181119/,20181119
CMIP,BCC,BCC-CSM2-MR,historical,r3i1p1f1,day,psl,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r3i1p1f1/day/psl/gn/v20181119/,20181119
CMIP,BCC,BCC-CSM2-MR,historical,r3i1p1f1,Amon,pr,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r3i1p1f1/Amon/pr/gn/v20181119/,20181119
CMIP,BCC,BCC-CSM2-MR,historical,r3i1p1f1,Amon,tasmax,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r3i1p1f1/Amon/tasmax/gn/v20181119/,20181119
CMIP,BCC,BCC-CSM2-MR,historical,r3i1p1f1,Amon,tasmin,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r3i1p1f1/Amon/tasmin/gn/v20181119/,20181119
CMIP,BCC,BCC-CSM2-MR,historical,r3i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r3i1p1f1/Amon/tas/gn/v20181119/,20181119
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,Oday,tos,gn,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/Oday/tos/gn/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,Oday,tos,gr1,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/Oday/tos/gr1/v20181126/,20181126
CMIP,BCC,BCC-CSM2-MR,historical,r1i1p1f1,Amon,tasmin,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/tasmin/gn/v20181126/,20181126
CMIP,BCC,BCC-CSM2-MR,historical,r1i1p1f1,Amon,tasmax,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/tasmax/gn/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,Amon,pr,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/Amon/pr/gr/v20181126/,20181126
CMIP,BCC,BCC-CSM2-MR,historical,r1i1p1f1,Oday,tos,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Oday/tos/gn/v20181126/,20181126
CMIP,BCC,BCC-CSM2-MR,historical,r1i1p1f1,Amon,tas,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/tas/gn/v20181126/,20181126
CMIP,BCC,BCC-CSM2-MR,historical,r1i1p1f1,Amon,pr,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/pr/gn/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,3hr,pr,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/3hr/pr/gr/v20181126/,20181126
CMIP,BCC,BCC-CSM2-MR,historical,r1i1p1f1,Amon,psl,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Amon/psl/gn/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,3hr,tas,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/3hr/tas/gr/v20181126/,20181126
CMIP,BCC,BCC-CSM2-MR,historical,r1i1p1f1,Omon,sos,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/sos/gn/v20181126/,20181126
CMIP,BCC,BCC-CSM2-MR,historical,r1i1p1f1,Omon,tos,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/Omon/tos/gn/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,day,tasmax,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/day/tasmax/gr/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,day,tas,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/day/tas/gr/v20181126/,20181126
CMIP,BCC,BCC-CSM2-MR,historical,r1i1p1f1,day,tasmin,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/tasmin/gn/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,CF3hr,psl,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/CF3hr/psl/gr/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,Amon,tasmin,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/Amon/tasmin/gr/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,day,pr,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/day/pr/gr/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,day,psl,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/day/psl/gr/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,Amon,tasmax,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/Amon/tasmax/gr/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,Amon,tas,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/Amon/tas/gr/v20181126/,20181126
CMIP,BCC,BCC-CSM2-MR,historical,r1i1p1f1,day,tasmax,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/tasmax/gn/v20181126/,20181126
CMIP,BCC,BCC-CSM2-MR,historical,r1i1p1f1,day,tas,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/tas/gn/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,Omon,tos,gn,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/Omon/tos/gn/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,day,tasmin,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/day/tasmin/gr/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,Amon,psl,gr,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/Amon/psl/gr/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,SImon,siconc,gn,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/SImon/siconc/gn/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,Omon,sos,gr1,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/Omon/sos/gr1/v20181126/,20181126
CMIP,BCC,BCC-CSM2-MR,historical,r1i1p1f1,day,pr,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/pr/gn/v20181126/,20181126
CMIP,BCC,BCC-CSM2-MR,historical,r1i1p1f1,day,psl,gn,gs://cmip6/CMIP6/CMIP/BCC/BCC-CSM2-MR/historical/r1i1p1f1/day/psl/gn/v20181126/,20181126
CMIP,CNRM-CERFACS,CNRM-CM6-1,historical,r2i1p1f2,Omon,sos,gn,gs://cmip6/CMIP6/CMIP/CNRM-CERFACS/CNRM-CM6-1/historical/r2i1p1f2/Omon/sos/gn/v20181126/,20181126
